Month,City,Company,Total Monthly Hours
October,Navi Mumbai,Reliance Energy,607.5
April,Navi Mumbai,Tata Power Company Ltd.,830.625
December,Navi Mumbai,Indowind Energy,455.0
April,Navi Mumbai,Tata Power Company Ltd.,1123.125
March,Navi Mumbai,Tata Power Company Ltd.,366.25
October,Navi Mumbai,Reliance Energy,698.75
December,Navi Mumbai,Reliance Energy,581.0
March,Navi Mumbai,Tata Power Company Ltd.,625.0
April,Navi Mumbai,Adani Power Ltd.,881.25
April,Navi Mumbai,Tata Power Company Ltd.,1156.875
August,Navi Mumbai,Adani Power Ltd.,1196.25
September,Navi Mumbai,Indowind Energy,595.5
October,Navi Mumbai,Reliance Energy,765.0
July,Navi Mumbai,Adani Power Ltd.,2441.25
July,Navi Mumbai,Adani Power Ltd.,2216.25
November,Navi Mumbai,Adani Power Ltd.,449.0
October,Navi Mumbai,Orient Green,546.25
October,Navi Mumbai,Adani Power Ltd.,772.5
January,Navi Mumbai,Tata Power Company Ltd.,423.0
August,Navi Mumbai,Orient Green,757.5
April,Navi Mumbai,Reliance Energy,978.75
May,Navi Mumbai,Reliance Energy,1655.0
July,Navi Mumbai,Reliance Energy,1676.25
May,Navi Mumbai,Tata Power Company Ltd.,1262.5
July,Navi Mumbai,Orient Green,2163.75
April,Navi Mumbai,Tata Power Company Ltd.,905.625
September,Navi Mumbai,Indowind Energy,1075.5
November,Navi Mumbai,Reliance Energy,514.0
May,Navi Mumbai,Reliance Energy,972.5
March,Navi Mumbai,Tata Power Company Ltd.,642.5
March,Navi Mumbai,Indowind Energy,562.5
March,Navi Mumbai,Indowind Energy,605.0
May,Navi Mumbai,Tata Power Company Ltd.,1385.0
September,Navi Mumbai,Orient Green,955.5
December,Navi Mumbai,Orient Green,544.0
June,Navi Mumbai,Reliance Energy,1965.0
February,Navi Mumbai,Reliance Energy,400.0
January,Navi Mumbai,Tata Power Company Ltd.,582.0
March,Navi Mumbai,Reliance Energy,803.75
August,Navi Mumbai,Reliance Energy,708.75
September,Navi Mumbai,Tata Power Company Ltd.,574.5
September,Navi Mumbai,Indowind Energy,744.0
August,Navi Mumbai,Adani Power Ltd.,986.25
June,Navi Mumbai,Adani Power Ltd.,2580.0
December,New Delhi,Adani Power Ltd.,616.0
August,New Delhi,Orient Green,1051.875
November,New Delhi,Tata Power Company Ltd.,683.0
December,New Delhi,Orient Green,313.0
December,New Delhi,Indowind Energy,564.0
April,New Delhi,Tata Power Company Ltd.,690.0
September,New Delhi,Tata Power Company Ltd.,726.0
November,New Delhi,Orient Green,442.0
November,New Delhi,Tata Power Company Ltd.,513.0
November,New Delhi,Adani Power Ltd.,536.0
June,New Delhi,Orient Green,2205.0
July,New Delhi,Adani Power Ltd.,1166.25
September,New Delhi,Reliance Energy,948.0
December,New Delhi,Orient Green,461.0
January,New Delhi,Adani Power Ltd.,322.0
April,New Delhi,Indowind Energy,960.0
February,New Delhi,Tata Power Company Ltd.,421.0
April,New Delhi,Orient Green,946.875
May,New Delhi,Adani Power Ltd.,1012.5
September,New Delhi,Orient Green,715.5
November,New Delhi,Reliance Energy,593.0
March,New Delhi,Indowind Energy,318.75
May,New Delhi,Tata Power Company Ltd.,1445.0
April,New Delhi,Indowind Energy,1276.875
November,New Delhi,Orient Green,558.0
October,New Delhi,Orient Green,983.75
August,New Delhi,Tata Power Company Ltd.,1158.75
December,New Delhi,Adani Power Ltd.,753.0
December,New Delhi,Tata Power Company Ltd.,496.0
October,New Delhi,Reliance Energy,620.0
February,New Delhi,Tata Power Company Ltd.,419.0
November,New Delhi,Tata Power Company Ltd.,560.0
April,New Delhi,Adani Power Ltd.,1053.75
May,New Delhi,Indowind Energy,1347.5
January,New Delhi,Indowind Energy,319.0
November,New Delhi,Reliance Energy,518.0
February,New Delhi,Adani Power Ltd.,459.0
August,New Delhi,Reliance Energy,1378.125
November,New Delhi,Tata Power Company Ltd.,537.0
September,New Delhi,Reliance Energy,630.0
December,New Delhi,Orient Green,535.0
August,New Delhi,Adani Power Ltd.,1276.875
January,New Delhi,Adani Power Ltd.,478.0
March,New Delhi,Indowind Energy,622.5
April,New Delhi,Reliance Energy,1177.5
July,New Delhi,Tata Power Company Ltd.,2336.25
February,New Delhi,Tata Power Company Ltd.,385.0
May,New Delhi,Tata Power Company Ltd.,1385.0
July,New Delhi,Adani Power Ltd.,2321.25
June,New Delhi,Reliance Energy,1957.5
August,New Delhi,Indowind Energy,941.25
October,New Delhi,Adani Power Ltd.,928.75
October,New Delhi,Adani Power Ltd.,762.5
October,New Delhi,Tata Power Company Ltd.,371.25
December,New Delhi,Reliance Energy,631.0
June,New Delhi,Adani Power Ltd.,1800.0
March,New Delhi,Orient Green,805.0
April,New Delhi,Tata Power Company Ltd.,843.75
May,New Delhi,Indowind Energy,1420.0
January,New Delhi,Orient Green,397.0
March,New Delhi,Reliance Energy,515.0
March,New Delhi,Indowind Energy,613.75
November,New Delhi,Adani Power Ltd.,345.0
August,New Delhi,Tata Power Company Ltd.,710.625
December,New Delhi,Tata Power Company Ltd.,608.0
April,New Delhi,Adani Power Ltd.,978.75
November,New Delhi,Tata Power Company Ltd.,547.0
August,New Delhi,Tata Power Company Ltd.,1087.5
April,New Delhi,Indowind Energy,740.625
June,New Delhi,Orient Green,1770.0
February,New Delhi,Reliance Energy,442.0
October,New Delhi,Orient Green,450.0
February,New Delhi,Indowind Energy,560.0
May,New Delhi,Indowind Energy,1635.0
June,New Delhi,Reliance Energy,2771.25
November,New Delhi,Adani Power Ltd.,802.0
May,New Delhi,Tata Power Company Ltd.,1590.0
June,New Delhi,Indowind Energy,2167.5
August,New Delhi,Orient Green,1361.25
September,New Delhi,Reliance Energy,970.5
December,New Delhi,Indowind Energy,392.0
May,New Delhi,Reliance Energy,1655.0
July,New Delhi,Indowind Energy,1736.25
June,New Delhi,Indowind Energy,2415.0
November,New Delhi,Indowind Energy,461.0
October,New Delhi,Adani Power Ltd.,351.25
February,New Delhi,Adani Power Ltd.,732.0
December,New Delhi,Indowind Energy,495.0
December,New Delhi,Tata Power Company Ltd.,360.0
June,New Delhi,Tata Power Company Ltd.,2010.0
December,New Delhi,Orient Green,482.0
January,New Delhi,Tata Power Company Ltd.,523.0
July,New Delhi,Reliance Energy,2070.0
December,New Delhi,Tata Power Company Ltd.,605.0
September,New Delhi,Adani Power Ltd.,1251.0
September,New Delhi,Tata Power Company Ltd.,501.0
November,New Delhi,Adani Power Ltd.,750.0
October,New Delhi,Orient Green,827.5
December,New Delhi,Indowind Energy,413.0
March,New Delhi,Adani Power Ltd.,810.0
March,New Delhi,Indowind Energy,616.25
December,New Delhi,Indowind Energy,597.0
October,New Delhi,Tata Power Company Ltd.,716.25
August,New Delhi,Indowind Energy,1106.25
July,New Delhi,Orient Green,1312.5
December,New Delhi,Tata Power Company Ltd.,340.0
July,New Delhi,Adani Power Ltd.,1481.25
November,New Delhi,Tata Power Company Ltd.,327.0
April,New Delhi,Reliance Energy,1003.125
May,New Delhi,Indowind Energy,1580.0
March,New Delhi,Adani Power Ltd.,513.75
September,New Delhi,Orient Green,717.0
February,New Delhi,Orient Green,330.0
October,New Delhi,Indowind Energy,466.25
November,New Delhi,Reliance Energy,604.0
June,New Delhi,Indowind Energy,2100.0
September,New Delhi,Indowind Energy,687.0
March,New Delhi,Reliance Energy,946.25
September,New Delhi,Reliance Energy,508.5
June,New Delhi,Indowind Energy,2107.5
September,New Delhi,Adani Power Ltd.,576.0
June,New Delhi,Tata Power Company Ltd.,1792.5
February,New Delhi,Tata Power Company Ltd.,713.0
March,New Delhi,Adani Power Ltd.,503.75
May,New Delhi,Reliance Energy,1410.0
October,New Delhi,Indowind Energy,465.0
November,New Delhi,Indowind Energy,590.0
December,New Delhi,Reliance Energy,455.0
October,New Delhi,Indowind Energy,505.0
July,New Delhi,Orient Green,2538.75
September,New Delhi,Tata Power Company Ltd.,718.5
March,New Delhi,Indowind Energy,755.0
August,New Delhi,Indowind Energy,1059.375
November,New Delhi,Orient Green,490.0
July,New Delhi,Adani Power Ltd.,1387.5
October,New Delhi,Reliance Energy,1467.5
November,New Delhi,Indowind Energy,1474.0
April,New Delhi,Indowind Energy,1875.0
October,New Delhi,Adani Power Ltd.,1362.5
August,New Delhi,Tata Power Company Ltd.,1413.75
February,New Delhi,Tata Power Company Ltd.,906.0
December,New Delhi,Tata Power Company Ltd.,1070.0
August,New Delhi,Reliance Energy,1766.25
April,New Delhi,Indowind Energy,1916.25
March,New Delhi,Reliance Energy,1325.0
January,New Delhi,Orient Green,622.0
November,New Delhi,Indowind Energy,988.0
September,New Delhi,Orient Green,1356.0
June,New Delhi,Orient Green,3517.5
June,New Delhi,Reliance Energy,4770.0
December,New Delhi,Orient Green,722.0
June,New Delhi,Indowind Energy,4612.5
August,New Delhi,Indowind Energy,1200.0
August,New Delhi,Indowind Energy,1991.25
May,New Delhi,Orient Green,3160.0
November,New Delhi,Adani Power Ltd.,1050.0
November,New Delhi,Tata Power Company Ltd.,1114.0
January,New Delhi,Orient Green,1308.0
June,New Delhi,Indowind Energy,4192.5
January,New Delhi,Orient Green,828.0
November,New Delhi,Indowind Energy,1036.0
June,New Delhi,Reliance Energy,3472.5
July,New Delhi,Adani Power Ltd.,4695.0
July,New Delhi,Tata Power Company Ltd.,3307.5
May,New Delhi,Orient Green,1335.0
February,New Delhi,Orient Green,1082.0
December,New Delhi,Tata Power Company Ltd.,1412.0
December,New Delhi,Reliance Energy,766.0
December,New Delhi,Tata Power Company Ltd.,1372.0
December,New Delhi,Tata Power Company Ltd.,758.0
February,New Delhi,Tata Power Company Ltd.,1296.0
November,New Delhi,Indowind Energy,1316.0
February,New Delhi,Adani Power Ltd.,1316.0
August,New Delhi,Tata Power Company Ltd.,2568.75
July,New Delhi,Reliance Energy,4800.0
March,New Delhi,Reliance Energy,905.0
February,New Delhi,Reliance Energy,1270.0
April,New Delhi,Reliance Energy,2152.5
November,New Delhi,Indowind Energy,994.0
June,New Delhi,Orient Green,3915.0
February,New Delhi,Adani Power Ltd.,710.0
February,New Delhi,Tata Power Company Ltd.,792.0
November,New Delhi,Adani Power Ltd.,884.0
March,New Delhi,Orient Green,1882.5
July,New Delhi,Orient Green,4590.0
January,New Delhi,Indowind Energy,1538.0
February,New Delhi,Tata Power Company Ltd.,764.0
October,New Delhi,Indowind Energy,2002.5
October,New Delhi,Reliance Energy,1457.5
January,New Delhi,Reliance Energy,878.0
January,New Delhi,Tata Power Company Ltd.,1240.0
May,New Delhi,Orient Green,3445.0
October,New Delhi,Adani Power Ltd.,1057.5
November,New Delhi,Indowind Energy,848.0
October,New Delhi,Reliance Energy,1525.0
May,New Delhi,Tata Power Company Ltd.,1750.0
November,New Delhi,Indowind Energy,472.0
April,New Delhi,Reliance Energy,2287.5
June,New Delhi,Adani Power Ltd.,4395.0
January,New Delhi,Orient Green,790.0
November,New Delhi,Adani Power Ltd.,802.0
February,New Delhi,Reliance Energy,1198.0
April,New Delhi,Indowind Energy,2325.0
November,New Delhi,Indowind Energy,840.0
August,New Delhi,Indowind Energy,1927.5
April,New Delhi,Reliance Energy,1226.25
October,New Delhi,Reliance Energy,1135.0
October,New Delhi,Adani Power Ltd.,1410.0
April,New Delhi,Tata Power Company Ltd.,1556.25
October,New Delhi,Orient Green,1535.0
November,New Delhi,Indowind Energy,966.0
July,New Delhi,Indowind Energy,3105.0
March,New Delhi,Indowind Energy,1277.5
May,New Delhi,Indowind Energy,2340.0
January,New Delhi,Adani Power Ltd.,1152.0
December,New Delhi,Orient Green,794.0
May,New Delhi,Indowind Energy,1760.0
October,New Delhi,Orient Green,1610.0
May,New Delhi,Indowind Energy,2360.0
January,New Delhi,Indowind Energy,914.0
January,New Delhi,Tata Power Company Ltd.,984.0
October,New Delhi,Orient Green,1355.0
June,New Delhi,Tata Power Company Ltd.,4545.0
July,New Delhi,Reliance Energy,5437.5
June,New Delhi,Orient Green,2812.5
June,New Delhi,Reliance Energy,4155.0
August,New Delhi,Orient Green,1398.75
November,New Delhi,Tata Power Company Ltd.,968.0
April,New Delhi,Orient Green,1541.25
May,New Delhi,Reliance Energy,3355.0
May,New Delhi,Reliance Energy,2145.0
July,New Delhi,Adani Power Ltd.,2970.0
September,New Delhi,Indowind Energy,2004.0
September,New Delhi,Reliance Energy,2076.0
March,New Delhi,Adani Power Ltd.,1077.5
March,New Delhi,Tata Power Company Ltd.,1312.5
August,New Delhi,Indowind Energy,1875.0
February,New Delhi,Adani Power Ltd.,1330.0
May,New Delhi,Indowind Energy,3845.0
June,New Delhi,Reliance Energy,3375.0
November,New Delhi,Orient Green,666.0
July,New Delhi,Tata Power Company Ltd.,3682.5
September,New Delhi,Adani Power Ltd.,1050.0
March,New Delhi,Tata Power Company Ltd.,1682.5
September,New Delhi,Reliance Energy,1704.0
October,New Delhi,Indowind Energy,1107.5
July,New Delhi,Reliance Energy,4290.0
May,New Delhi,Tata Power Company Ltd.,945.0
July,New Delhi,Orient Green,5070.0
June,New Delhi,Tata Power Company Ltd.,4800.0
April,New Delhi,Tata Power Company Ltd.,1545.0
July,New Delhi,Adani Power Ltd.,4035.0
June,New Delhi,Reliance Energy,5782.5
February,New Delhi,Orient Green,1182.0
November,New Delhi,Adani Power Ltd.,572.0
July,New Delhi,Adani Power Ltd.,3607.5
May,New Delhi,Orient Green,2705.0
May,New Delhi,Tata Power Company Ltd.,2550.0
February,New Delhi,Adani Power Ltd.,488.0
August,New Delhi,Adani Power Ltd.,2445.0
June,New Delhi,Tata Power Company Ltd.,4717.5
February,New Delhi,Orient Green,722.0
February,New Delhi,Tata Power Company Ltd.,832.0
April,New Delhi,Reliance Energy,1672.5
September,New Delhi,Tata Power Company Ltd.,1209.0
December,New Delhi,Indowind Energy,962.0
December,New Delhi,Tata Power Company Ltd.,1484.0
August,New Delhi,Adani Power Ltd.,1961.25
December,New Delhi,Adani Power Ltd.,1038.0
February,New Delhi,Indowind Energy,652.0
September,New Delhi,Orient Green,996.0
June,New Delhi,Adani Power Ltd.,3862.5
July,New Delhi,Orient Green,4057.5
January,New Delhi,Indowind Energy,1000.0
August,New Delhi,Adani Power Ltd.,1732.5
April,New Delhi,Tata Power Company Ltd.,1503.75
April,New Delhi,Tata Power Company Ltd.,2310.0
November,New Delhi,Tata Power Company Ltd.,1134.0
May,New Delhi,Orient Green,2505.0
November,New Delhi,Adani Power Ltd.,1256.0
July,New Delhi,Orient Green,4597.5
September,New Delhi,Adani Power Ltd.,1656.0
December,New Delhi,Reliance Energy,948.0
February,New Delhi,Indowind Energy,882.0
May,New Delhi,Orient Green,3135.0
July,New Delhi,Tata Power Company Ltd.,5775.0
August,New Delhi,Tata Power Company Ltd.,1440.0
February,New Delhi,Tata Power Company Ltd.,878.0
August,New Delhi,Orient Green,1826.25
September,New Delhi,Adani Power Ltd.,675.0
June,New Delhi,Indowind Energy,4800.0
September,New Delhi,Indowind Energy,2229.0
May,New Delhi,Orient Green,1625.0
November,New Delhi,Adani Power Ltd.,1160.0
September,New Delhi,Indowind Energy,1842.0
June,New Delhi,Indowind Energy,5677.5
October,New Delhi,Orient Green,477.5
April,New Delhi,Reliance Energy,1916.25
June,New Delhi,Tata Power Company Ltd.,3345.0
March,New Delhi,Reliance Energy,1542.5
February,New Delhi,Orient Green,702.0
August,New Delhi,Indowind Energy,1871.25
May,New Delhi,Reliance Energy,1890.0
April,New Delhi,Adani Power Ltd.,1488.75
November,New Delhi,Reliance Energy,996.0
February,New Delhi,Reliance Energy,898.0
November,New Delhi,Reliance Energy,1142.0
December,New Delhi,Tata Power Company Ltd.,1080.0
April,New Delhi,Tata Power Company Ltd.,2107.5
April,New Delhi,Orient Green,2362.5
October,New Delhi,Orient Green,1560.0
March,New Delhi,Orient Green,1425.0
November,New Delhi,Reliance Energy,1324.0
March,New Delhi,Reliance Energy,1550.0
November,New Delhi,Indowind Energy,968.0
September,New Delhi,Indowind Energy,915.0
January,New Delhi,Indowind Energy,1172.0
April,New Delhi,Indowind Energy,2587.5
October,New Delhi,Indowind Energy,945.0
October,New Delhi,Indowind Energy,1605.0
January,New Delhi,Orient Green,1044.0
October,New Delhi,Tata Power Company Ltd.,1727.5
May,New Delhi,Tata Power Company Ltd.,3315.0
March,New Delhi,Adani Power Ltd.,1790.0
April,New Delhi,Reliance Energy,1687.5
September,New Delhi,Tata Power Company Ltd.,1851.0
December,New Delhi,Adani Power Ltd.,984.0
January,New Delhi,Orient Green,1038.0
August,New Delhi,Tata Power Company Ltd.,2216.25
November,New Delhi,Orient Green,800.0
January,New Delhi,Reliance Energy,1288.0
August,New Delhi,Orient Green,2287.5
May,New Delhi,Adani Power Ltd.,3055.0
April,New Delhi,Tata Power Company Ltd.,2250.0
May,New Delhi,Orient Green,1680.0
April,New Delhi,Reliance Energy,1443.75
February,New Delhi,Orient Green,586.0
February,New Delhi,Indowind Energy,816.0
October,New Delhi,Reliance Energy,1762.5
December,New Delhi,Tata Power Company Ltd.,1262.0
May,New Delhi,Orient Green,2535.0
July,New Delhi,Indowind Energy,3622.5
February,New Delhi,Indowind Energy,786.0
January,New Delhi,Adani Power Ltd.,916.0
March,New Delhi,Adani Power Ltd.,1302.5
November,New Delhi,Adani Power Ltd.,1204.0
September,New Delhi,Adani Power Ltd.,1689.0
February,New Delhi,Orient Green,852.0
January,New Delhi,Tata Power Company Ltd.,1356.0
June,New Delhi,Adani Power Ltd.,5610.0
August,New Delhi,Indowind Energy,2002.5
December,New Delhi,Tata Power Company Ltd.,856.0
June,New Delhi,Reliance Energy,3345.0
May,New Delhi,Orient Green,2035.0
November,New Delhi,Indowind Energy,976.0
March,New Delhi,Reliance Energy,1620.0
April,New Delhi,Tata Power Company Ltd.,2115.0
June,New Delhi,Reliance Energy,4440.0
June,New Delhi,Adani Power Ltd.,2880.0
January,New Delhi,Tata Power Company Ltd.,1232.0
July,New Delhi,Adani Power Ltd.,3607.5
March,New Delhi,Reliance Energy,1485.0
November,New Delhi,Indowind Energy,1234.0
April,New Delhi,Indowind Energy,1616.25
April,New Delhi,Indowind Energy,2220.0
April,New Delhi,Reliance Energy,1578.75
December,New Delhi,Orient Green,1032.0
February,New Delhi,Orient Green,630.0
November,New Delhi,Tata Power Company Ltd.,1152.0
August,New Delhi,Adani Power Ltd.,2295.0
February,New Delhi,Reliance Energy,786.0
May,New Delhi,Reliance Energy,765.0
January,New Delhi,Adani Power Ltd.,1104.0
October,New Delhi,Tata Power Company Ltd.,1842.5
June,New Delhi,Tata Power Company Ltd.,3525.0
March,New Delhi,Indowind Energy,1062.5
January,New Delhi,Tata Power Company Ltd.,786.0
November,New Delhi,Indowind Energy,978.0
May,New Delhi,Reliance Energy,2950.0
July,New Delhi,Reliance Energy,4717.5
June,New Delhi,Reliance Energy,2940.0
July,New Delhi,Adani Power Ltd.,6187.5
September,New Delhi,Adani Power Ltd.,1521.0
November,New Delhi,Reliance Energy,1350.0
May,New Delhi,Orient Green,2945.0
May,New Delhi,Indowind Energy,2070.0
June,New Delhi,Indowind Energy,3510.0
May,New Delhi,Adani Power Ltd.,1970.0
July,New Delhi,Reliance Energy,3450.0
August,New Delhi,Orient Green,1916.25
April,New Delhi,Orient Green,2137.5
May,New Delhi,Tata Power Company Ltd.,2230.0
May,New Delhi,Orient Green,2455.0
September,New Delhi,Reliance Energy,1911.0
December,New Delhi,Indowind Energy,1028.0
May,New Delhi,Indowind Energy,1850.0
September,New Delhi,Tata Power Company Ltd.,2094.0
April,New Delhi,Orient Green,1987.5
October,New Delhi,Orient Green,1562.5
August,New Delhi,Tata Power Company Ltd.,1511.25
January,New Delhi,Reliance Energy,1388.0
October,New Delhi,Indowind Energy,1545.0
February,New Delhi,Orient Green,960.0
June,New Delhi,Reliance Energy,4222.5
November,New Delhi,Indowind Energy,624.0
October,New Delhi,Tata Power Company Ltd.,1850.0
December,New Delhi,Tata Power Company Ltd.,1114.0
December,New Delhi,Indowind Energy,958.0
August,New Delhi,Orient Green,1991.25
April,New Delhi,Adani Power Ltd.,1721.25
June,New Delhi,Orient Green,3412.5
September,New Delhi,Tata Power Company Ltd.,1212.0
November,New Delhi,Adani Power Ltd.,702.0
April,New Delhi,Orient Green,1320.0
July,New Delhi,Reliance Energy,3045.0
March,New Delhi,Orient Green,1907.5
November,New Delhi,Adani Power Ltd.,984.0
January,New Delhi,Adani Power Ltd.,680.0
January,New Delhi,Reliance Energy,1426.0
March,New Delhi,Orient Green,1147.5
October,New Delhi,Adani Power Ltd.,1100.0
October,New Delhi,Orient Green,935.0
November,New Delhi,Orient Green,762.0
February,New Delhi,Reliance Energy,1026.0
September,New Delhi,Adani Power Ltd.,1953.0
June,New Delhi,Adani Power Ltd.,2677.5
August,New Delhi,Indowind Energy,1500.0
August,New Delhi,Orient Green,2040.0
September,New Delhi,Indowind Energy,1974.0
April,New Delhi,Tata Power Company Ltd.,1590.0
June,New Delhi,Orient Green,4425.0
May,New Delhi,Tata Power Company Ltd.,1780.0
February,New Delhi,Orient Green,962.0
August,New Delhi,Reliance Energy,1623.75
April,New Delhi,Reliance Energy,2336.25
June,New Delhi,Indowind Energy,4965.0
January,New Delhi,Reliance Energy,1376.0
September,New Delhi,Reliance Energy,1416.0
February,New Delhi,Orient Green,862.0
October,New Delhi,Tata Power Company Ltd.,870.0
January,New Delhi,Reliance Energy,1556.0
November,New Delhi,Indowind Energy,680.0
August,New Delhi,Reliance Energy,1845.0
September,New Delhi,Indowind Energy,1443.0
September,New Delhi,Indowind Energy,1284.0
